,status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,clusters
47,48,128,60,11,114,13,0,0,0,1,1
48,49,186,235,46,163,19,0,3,0,1,1
49,50,309,444,36,254,42,2,8,3,0,1
50,51,77,11,3,75,2,0,0,0,0,1
51,52,119,72,28,103,16,0,0,0,0,1
52,53,100,21,13,95,5,0,0,0,0,1
53,54,240,255,111,193,44,1,1,0,1,1
54,55,164,136,48,146,15,2,0,1,0,1
55,56,202,327,42,171,30,1,0,0,0,1
56,57,211,284,46,186,25,0,0,0,0,1
57,58,148,114,16,136,10,0,2,0,0,1
58,59,97,81,16,84,13,0,0,0,0,1
59,60,279,292,34,254,20,3,1,1,0,1
60,61,263,8,0,245,14,4,0,0,0,1
61,62,177,193,34,151,25,1,0,0,0,1
62,63,517,32,1,484,26,7,0,0,0,1
63,64,289,258,33,256,33,0,0,0,0,1
64,65,66,13,0,65,1,0,0,0,0,1
65,66,112,6,0,104,8,0,0,0,0,1
66,67,206,259,48,181,22,1,2,0,0,1
67,68,362,468,86,305,56,0,0,1,0,1
68,69,184,130,51,161,23,0,0,0,0,1
69,70,216,251,34,199,16,0,0,0,1,1
70,71,57,0,0,56,1,0,0,0,0,1
71,72,272,258,43,226,44,1,1,0,0,1
72,73,248,247,34,208,33,3,2,0,2,1
73,74,132,89,40,110,20,1,0,0,1,1
74,75,226,341,41,196,30,0,0,0,0,1
75,76,35,1,0,35,0,0,0,0,0,1
76,77,219,316,36,170,46,3,0,0,0,1
77,78,94,1,1,94,0,0,0,0,0,1
78,79,259,368,50,234,25,0,0,0,0,1
79,80,62,1,0,62,0,0,0,0,0,1
80,81,127,76,21,114,13,0,0,0,0,1
81,82,149,63,15,134,15,0,0,0,0,1
82,83,134,171,41,116,18,0,0,0,0,1
83,84,392,461,47,360,32,0,0,0,0,1
84,85,310,540,41,284,26,0,0,0,0,1
85,86,14,3,0,12,2,0,0,0,0,1
86,87,293,6,1,275,15,3,0,0,0,1
87,88,236,12,0,226,8,1,1,0,0,1
88,89,312,10,0,291,18,3,0,0,0,1
89,90,24,12,0,24,0,0,0,0,0,1
90,91,16,9,0,15,1,0,0,0,0,1
91,92,33,12,0,32,1,0,0,0,0,1
92,93,675,10,0,645,29,1,0,0,0,1
93,94,737,18,0,697,31,9,0,0,0,1
94,95,572,16,0,554,16,2,0,0,0,1
95,96,23,7,0,20,3,0,0,0,0,1
96,97,266,25,0,250,11,5,0,0,0,1
97,98,378,512,30,348,27,2,0,0,1,1
98,99,421,709,30,373,45,2,0,1,0,1
99,100,1493,1979,753,1333,139,9,3,8,1,1
100,101,76,17,0,76,0,0,0,0,0,1
101,102,36,11,0,34,2,0,0,0,0,1
102,103,19,8,0,18,0,0,1,0,0,1
103,104,27,10,0,27,0,0,0,0,0,1
104,105,117,2,53,108,9,0,0,0,0,1
105,106,146,1,0,145,1,0,0,0,0,1
106,107,166,0,13,151,7,0,0,8,0,1
107,108,190,0,31,171,0,0,0,19,0,1
108,109,217,16,0,213,4,0,0,0,0,1
109,110,458,14,0,451,3,4,0,0,0,1
110,111,553,15,0,538,12,3,0,0,0,1
111,112,203,18,11,190,7,6,0,0,0,1
112,113,1005,25,1,979,16,9,1,0,0,1
113,114,202,145,23,182,19,0,0,0,1,1
114,115,428,14,0,419,4,5,0,0,0,1
115,116,479,17,0,462,10,7,0,0,0,1
116,117,212,116,11,201,10,1,0,0,0,1
117,118,225,157,17,211,14,0,0,0,0,1
118,119,171,46,5,156,12,2,1,0,0,1
119,120,247,120,16,232,14,1,0,0,0,1
120,121,269,453,39,242,26,1,0,0,0,1
121,122,258,486,32,235,23,0,0,0,0,1
122,123,109,2,1,104,5,0,0,0,0,1
123,124,97,5,0,96,0,1,0,0,0,1
124,125,280,199,25,254,24,2,0,0,0,1
125,126,325,77,21,293,30,1,1,0,0,1
126,127,51,11,0,51,0,0,0,0,0,1
127,128,280,825,47,243,35,1,1,0,0,1
128,129,688,0,0,632,34,0,0,22,0,1
129,130,365,805,46,320,39,1,3,0,2,1
130,131,295,5,0,295,0,0,0,0,0,1
131,132,27,14,0,26,1,0,0,0,0,1
132,133,15,11,0,15,0,0,0,0,0,1
133,134,16,12,0,16,0,0,0,0,0,1
134,135,29,12,0,29,0,0,0,0,0,1
135,136,28,6,0,28,0,0,0,0,0,1
136,137,8,8,0,8,0,0,0,0,0,1
137,138,10,9,0,10,0,0,0,0,0,1
138,139,39,8,0,39,0,0,0,0,0,1
139,140,49,11,0,47,2,0,0,0,0,1
140,141,226,449,37,189,25,1,1,10,0,1
141,142,104,49,13,91,12,0,0,1,0,1
142,143,251,17,0,244,7,0,0,0,0,1
143,144,244,589,48,213,29,1,1,0,0,1
144,145,252,558,41,204,45,1,1,0,1,1
145,146,121,15,4,114,4,2,1,0,0,1
146,147,321,5,0,307,11,2,1,0,0,1
147,148,103,8,3,99,4,0,0,0,0,1
148,149,136,31,16,122,14,0,0,0,0,1
149,150,337,247,27,300,35,1,1,0,0,1
150,151,648,13,0,627,18,3,0,0,0,1
151,152,175,157,14,157,18,0,0,0,0,1
152,153,339,424,36,296,38,1,4,0,0,1
153,154,341,3,0,331,8,2,0,0,0,1
154,155,177,131,27,150,27,0,0,0,0,1
155,156,201,0,0,195,4,2,0,0,0,1
156,157,43,7,0,41,2,0,0,0,0,1
157,158,40,7,0,39,1,0,0,0,0,1
158,159,58,14,0,57,1,0,0,0,0,1
159,160,403,525,42,363,36,1,3,0,0,1
160,161,148,4,3,144,4,0,0,0,0,1
161,162,150,24,2,144,6,0,0,0,0,1
162,163,53,12,0,53,0,0,0,0,0,1
163,164,144,15,8,140,4,0,0,0,0,1
164,165,298,491,46,262,34,2,0,0,0,1
165,166,171,4,1,166,5,0,0,0,0,1
166,167,4410,633,257,4315,73,17,5,0,0,1
167,168,374,588,46,327,47,0,0,0,0,1
168,169,181,20,0,180,1,0,0,0,0,1
169,170,267,20,1,249,8,10,0,0,0,1
170,171,60,7,0,59,1,0,0,0,0,1
171,172,98,23,5,95,2,1,0,0,0,1
172,173,26,7,0,26,0,0,0,0,0,1
173,174,255,18,0,244,11,0,0,0,0,1
174,175,174,6,1,167,5,2,0,0,0,1
175,176,64,5,1,59,5,0,0,0,0,1
176,177,62,3,0,58,4,0,0,0,0,1
177,178,192,417,40,168,22,1,1,0,0,1
178,179,110,18,6,110,0,0,0,0,0,1
179,180,119,12,7,117,2,0,0,0,0,1
180,181,42,11,0,41,0,1,0,0,0,1
181,182,234,355,34,178,52,2,0,1,1,1
182,183,54,10,0,53,1,0,0,0,0,1
183,184,82,8,0,80,1,0,0,1,0,1
184,185,18,8,0,18,0,0,0,0,0,1
185,186,147,17,7,141,5,1,0,0,0,1
186,187,80,8,0,79,1,0,0,0,0,1
187,188,299,564,42,262,34,1,1,0,1,1
188,189,629,11,1,607,18,4,0,0,0,1
189,190,69,2,0,67,2,0,0,0,0,1
190,191,219,110,17,190,26,1,2,0,0,1
191,192,30,2,0,27,3,0,0,0,0,1
192,193,65,1,0,62,2,1,0,0,0,1
193,194,161,7,0,153,8,0,0,0,0,1
194,195,398,605,30,348,44,3,3,0,0,1
195,196,47,7,0,47,0,0,0,0,0,1
196,197,182,3,4,177,5,0,0,0,0,1
197,198,317,158,32,269,47,1,0,0,0,1
198,199,571,888,107,459,107,1,1,1,2,1
199,200,16,10,0,15,1,0,0,0,0,1
200,201,30,9,0,30,0,0,0,0,0,1
201,202,57,7,0,57,0,0,0,0,0,1
202,203,74,6,3,74,0,0,0,0,0,1
203,204,368,911,50,317,50,1,0,0,0,1
204,205,19,3,0,19,0,0,0,0,0,1
205,206,176,3,0,175,0,1,0,0,0,1
206,207,133,7,0,133,0,0,0,0,0,1
207,208,162,6,2,158,3,1,0,0,0,1
208,209,734,996,73,601,116,11,6,0,0,1
209,210,42,16,9,41,1,0,0,0,0,1
210,211,33,6,3,31,2,0,0,0,0,1
211,212,29,6,1,29,0,0,0,0,0,1
212,213,43,6,0,42,1,0,0,0,0,1
213,214,14,6,0,13,1,0,0,0,0,1
214,215,475,574,48,406,63,4,2,0,0,1
215,216,50,8,2,49,1,0,0,0,0,1
216,217,94,23,6,94,0,0,0,0,0,1
217,218,303,34,3,291,11,1,0,0,0,1
218,219,168,7,1,167,1,0,0,0,0,1
219,220,248,14,0,241,7,0,0,0,0,1
220,221,422,6,0,410,8,3,1,0,0,1
221,222,189,3,0,184,2,0,3,0,0,1
222,223,390,17,2,382,5,3,0,0,0,1
223,224,618,28,0,597,14,7,0,0,0,1
224,225,191,2,2,188,2,1,0,0,0,1
225,226,321,1381,67,275,44,1,1,0,0,1
226,227,364,7,2,347,15,2,0,0,0,1
227,228,51,10,0,51,0,0,0,0,0,1
228,229,282,524,38,247,34,0,1,0,0,1
229,230,369,14,1,362,7,0,0,0,0,1
230,231,138,16,6,133,4,1,0,0,0,1
231,232,96,9,1,93,1,2,0,0,0,1
232,233,186,11,0,184,1,1,0,0,0,1
233,234,487,15,0,461,14,12,0,0,0,1
234,235,282,19,4,257,20,3,2,0,0,1
235,236,383,8,1,367,13,3,0,0,0,1
236,237,216,0,1,211,5,0,0,0,0,1
237,238,48,0,0,45,2,1,0,0,0,1
238,239,885,462,26,659,220,0,2,0,0,1
239,240,185,11,1,175,10,0,0,0,0,1
240,241,259,1,1,251,7,0,1,0,0,1
241,242,299,9,0,291,8,0,0,0,0,1
242,243,199,9,1,186,13,0,0,0,0,1
243,244,717,40,1,680,30,7,0,0,0,1
244,245,155,2,0,150,5,0,0,0,0,1
245,246,293,8,0,282,11,0,0,0,0,1
246,247,243,6,0,237,5,1,0,0,0,1
247,248,264,2,0,256,2,5,0,0,0,1
248,249,313,3,0,297,7,6,0,0,0,1
249,250,208,1,0,201,7,0,0,0,0,1
250,251,216,0,0,209,6,1,0,0,0,1
251,252,247,6,0,234,9,1,0,0,0,1
252,253,152,1,0,146,5,1,0,0,0,1
253,254,387,3,0,368,16,1,0,0,0,1
254,255,178,9,0,170,6,0,0,0,0,1
255,256,218,4,0,212,5,1,0,0,0,1
256,257,270,3,0,256,10,3,0,0,0,1
257,258,351,4,1,344,6,0,0,0,0,1
258,259,232,0,2,224,8,0,0,0,0,1
259,260,252,3,0,244,4,4,0,0,0,1
260,261,122,0,0,114,8,0,0,0,0,1
261,262,209,4,0,199,9,1,0,0,0,1
262,263,305,5,1,295,10,0,0,0,0,1
263,264,71,10,2,70,1,0,0,0,0,1
264,265,290,12,0,275,13,1,1,0,0,1
265,266,67,6,3,66,0,1,0,0,0,1
266,267,783,11,0,752,30,1,0,0,0,1
267,268,77,2,0,76,1,0,0,0,0,1
268,269,22,0,0,22,0,0,0,0,0,1
269,270,103,0,0,100,2,1,0,0,0,1
270,271,32,0,2,32,0,0,0,0,0,1
271,272,239,5,2,229,8,0,0,2,0,1
272,273,111,6,0,110,1,0,0,0,0,1
273,274,51,0,1,51,0,0,0,0,0,1
274,275,34,4,0,34,0,0,0,0,0,1
275,276,15,0,0,15,0,0,0,0,0,1
276,277,75,0,5,75,0,0,0,0,0,1
277,278,177,2,0,173,2,2,0,0,0,1
278,279,520,8,0,505,13,2,0,0,0,1
279,280,134,2,0,132,2,0,0,0,0,1
280,281,228,1,1,220,7,1,0,0,0,1
281,282,498,254,17,408,77,5,6,1,1,1
282,283,166,5,2,159,7,0,0,0,0,1
283,284,272,265,20,228,44,0,0,0,0,1
284,285,127,7,1,125,2,0,0,0,0,1
285,286,30,0,0,29,0,1,0,0,0,1
286,287,33,1,1,33,0,0,0,0,0,1
287,288,252,5,0,239,9,4,0,0,0,1
288,289,287,0,0,286,0,1,0,0,0,1
289,290,264,8,3,257,5,2,0,0,0,1
290,291,152,5,1,148,3,1,0,0,0,1
291,292,61,5,0,57,3,1,0,0,0,1
292,293,172,7,7,163,6,2,1,0,0,1
293,294,616,523,21,459,125,21,8,0,1,1
294,295,188,0,0,184,4,0,0,0,0,1
295,296,593,309,23,484,99,1,4,4,1,1
296,297,189,2,0,182,5,2,0,0,0,1
297,298,178,5,0,175,3,0,0,0,0,1
298,299,318,7,0,313,4,1,0,0,0,1
299,300,362,9,0,352,7,3,0,0,0,1
300,301,48,6,0,48,0,0,0,0,0,1
301,302,248,1,0,244,3,1,0,0,0,1
302,303,520,2,0,509,11,0,0,0,0,1
303,304,97,8,2,94,3,0,0,0,0,1
304,305,400,16,0,392,6,2,0,0,0,1
305,306,218,0,0,212,6,0,0,0,0,1
306,307,77,13,4,77,0,0,0,0,0,1
307,308,204,4,0,198,3,3,0,0,0,1
308,309,405,6,0,399,6,0,0,0,0,1
309,310,210,0,0,204,6,0,0,0,0,1
310,311,214,1,0,208,5,1,0,0,0,1
311,312,374,4,0,360,7,7,0,0,0,1
312,313,457,3,0,444,10,3,0,0,0,1
313,314,215,0,0,205,8,2,0,0,0,1
314,315,7,5,0,7,0,0,0,0,0,1
315,316,38,6,3,38,0,0,0,0,0,1
316,317,168,1,0,168,0,0,0,0,0,1
317,318,277,0,0,274,2,1,0,0,0,1
318,319,196,1,0,190,6,0,0,0,0,1
319,320,100,3,0,99,1,0,0,0,0,1
320,321,85,4,0,79,4,2,0,0,0,1
321,322,34,10,6,34,0,0,0,0,0,1
322,323,41,9,0,39,1,1,0,0,0,1
323,324,23,5,1,22,1,0,0,0,0,1
324,325,217,24,5,206,10,1,0,0,0,1
325,326,161,9,2,158,3,0,0,0,0,1
326,327,279,0,0,276,3,0,0,0,0,1
327,328,97,9,3,95,2,0,0,0,0,1
328,329,489,3,0,480,6,3,0,0,0,1
329,330,245,4,0,242,3,0,0,0,0,1
330,331,270,5,0,268,2,0,0,0,0,1
331,332,166,11,1,165,1,0,0,0,0,1
332,333,121,18,3,110,11,0,0,0,0,1
333,334,33,9,1,33,0,0,0,0,0,1
334,335,72,1,0,72,0,0,0,0,0,1
335,336,174,0,0,173,1,0,0,0,0,1
336,337,192,0,0,186,3,3,0,0,0,1
337,338,286,61,5,250,30,5,1,0,0,1
338,339,231,0,0,230,0,1,0,0,0,1
339,340,138,1,0,135,2,1,0,0,0,1
340,341,104,6,1,102,2,0,0,0,0,1
341,342,91,10,4,90,0,1,0,0,0,1
342,343,682,22,0,657,12,13,0,0,0,1
343,344,1379,769,69,1131,234,4,4,2,4,1
344,345,629,16,1,610,16,2,1,0,0,1
345,346,58,4,3,58,0,0,0,0,0,1
346,347,272,9,0,268,2,2,0,0,0,1
347,348,213,2,2,207,6,0,0,0,0,1
348,349,225,2,0,220,5,0,0,0,0,1
349,350,463,48,2,450,8,4,1,0,0,1
350,351,285,7,0,276,8,1,0,0,0,1
351,352,526,18,0,512,12,2,0,0,0,1
352,353,418,4,0,406,9,3,0,0,0,1
353,354,515,10,0,505,9,0,1,0,0,1
354,355,377,5,0,365,10,2,0,0,0,1
355,356,1186,37,1,1161,19,6,0,0,0,1
356,357,591,560,49,498,84,3,4,1,1,1
357,358,424,8,1,411,13,0,0,0,0,1
358,359,119,16,0,105,0,0,0,8,6,1
359,360,67,9,0,66,1,0,0,0,0,1
360,361,439,10,3,424,15,0,0,0,0,1
361,362,1043,117,24,984,58,1,0,0,0,1
362,363,690,10,0,667,21,2,0,0,0,1
363,364,84,7,1,84,0,0,0,0,0,1
364,365,491,16,0,478,11,2,0,0,0,1
365,366,63,1,0,61,0,2,0,0,0,1
366,367,46,3,1,46,0,0,0,0,0,1
367,368,320,17,0,309,9,1,1,0,0,1
368,369,51,8,6,51,0,0,0,0,0,1
369,370,85,9,2,83,2,0,0,0,0,1
370,371,99,13,0,98,1,0,0,0,0,1
371,372,213,13,1,212,1,0,0,0,0,1
372,373,156,12,0,154,2,0,0,0,0,1
373,374,204,128,4,184,17,0,2,1,0,1
374,375,246,8,0,241,3,2,0,0,0,1
375,376,225,2,0,219,6,0,0,0,0,1
376,377,256,427,30,191,62,1,2,0,0,1
377,378,146,1,0,142,2,2,0,0,0,1
378,379,212,0,1,206,5,0,1,0,0,1
379,380,229,3,0,225,4,0,0,0,0,1
380,381,66,2,0,64,1,1,0,0,0,1
381,382,158,0,0,157,1,0,0,0,0,1
382,383,301,7,0,288,6,6,0,1,0,1
383,384,88,1,0,87,1,0,0,0,0,1
384,385,148,54,2,126,18,4,0,0,0,1
385,386,398,11,0,390,4,4,0,0,0,1
386,387,89,4,0,86,3,0,0,0,0,1
387,388,151,0,0,146,3,2,0,0,0,1
388,389,155,5,0,152,2,0,1,0,0,1
389,390,109,13,0,104,5,0,0,0,0,1
390,391,117,16,0,104,11,2,0,0,0,1
391,392,112,7,0,101,11,0,0,0,0,1
392,393,132,3,0,123,5,4,0,0,0,1
393,394,149,3,0,142,5,2,0,0,0,1
394,395,274,9,0,260,11,2,1,0,0,1
395,396,195,95,5,162,30,0,3,0,0,1
396,397,138,25,2,125,11,2,0,0,0,1
397,398,627,266,8,519,105,2,0,1,0,1
398,399,289,23,0,279,7,3,0,0,0,1
399,400,209,10,0,204,4,1,0,0,0,1
400,401,162,75,6,145,16,0,1,0,0,1
401,402,265,11,0,259,6,0,0,0,0,1
402,403,301,10,0,294,6,1,0,0,0,1
403,404,213,5,0,209,4,0,0,0,0,1
404,405,210,3,0,206,4,0,0,0,0,1
405,406,408,11,0,393,9,6,0,0,0,1
406,407,223,6,0,215,7,1,0,0,0,1
407,408,359,4,0,353,5,1,0,0,0,1
408,409,535,2,0,485,27,0,0,23,0,1
409,410,362,10,0,354,8,0,0,0,0,1
410,411,266,165,10,215,42,3,4,2,0,1
411,412,156,2,0,151,5,0,0,0,0,1
412,413,110,21,0,102,6,1,1,0,0,1
413,414,446,6148,120,352,80,7,5,0,2,1
414,415,102,1,0,102,0,0,0,0,0,1
415,416,161,6,0,158,3,0,0,0,0,1
416,417,279,8,0,273,6,0,0,0,0,1
417,418,288,6,0,281,5,2,0,0,0,1
418,419,230,8,0,221,8,1,0,0,0,1
419,420,271,12,0,262,6,3,0,0,0,1
420,421,113,2,1,107,3,2,0,1,0,1
421,422,256,103,16,205,47,1,2,0,1,1
422,423,306,4,0,301,3,2,0,0,0,1
423,424,566,10,0,548,4,14,0,0,0,1
424,425,186,1,1,184,0,2,0,0,0,1
425,426,135,9,2,118,10,4,2,1,0,1
426,427,174,195,3,146,18,5,4,1,0,1
427,428,171,84,4,159,10,2,0,0,0,1
428,429,373,8,0,365,5,3,0,0,0,1
429,430,403,5,0,392,8,3,0,0,0,1
430,431,139,14,0,138,1,0,0,0,0,1
431,432,148,16,5,146,1,1,0,0,0,1
432,433,270,8,0,265,4,1,0,0,0,1
433,434,343,8,0,334,7,1,1,0,0,1
434,435,254,5,0,252,2,0,0,0,0,1
435,436,304,9,6,298,5,1,0,0,0,1
436,437,437,6,0,433,4,0,0,0,0,1
437,438,412,4,2,399,13,0,0,0,0,1
438,439,183,11,0,175,6,2,0,0,0,1
439,440,353,8,2,342,9,1,1,0,0,1
440,441,144,14,1,142,2,0,0,0,0,1
441,442,905,10,5,876,21,8,0,0,0,1
442,443,151,19,2,129,18,2,1,1,0,1
443,444,276,4,0,264,8,3,1,0,0,1
444,445,227,3,4,218,8,1,0,0,0,1
445,446,340,1201,47,276,55,1,6,1,1,1
446,447,478,12,0,463,11,4,0,0,0,1
447,448,189,22,2,185,3,1,0,0,0,1
448,449,211,7,0,207,4,0,0,0,0,1
449,450,296,2,0,293,3,0,0,0,0,1
450,451,113,15,1,100,9,1,1,2,0,1
451,452,113,2,0,109,4,0,0,0,0,1
452,453,133,19,2,115,13,4,1,0,0,1
453,454,223,3,0,213,5,5,0,0,0,1
454,455,322,8,1,311,8,3,0,0,0,1
455,456,235,3,0,230,4,0,1,0,0,1
456,457,163,1,0,160,3,0,0,0,0,1
457,458,373,4,3,367,5,1,0,0,0,1
458,459,249,147,8,193,50,2,4,0,0,1
459,460,129,2,0,123,5,1,0,0,0,1
460,461,245,7,0,234,6,4,0,1,0,1
461,462,272,9,0,264,6,2,0,0,0,1
462,463,239,127,7,189,47,0,3,0,0,1
463,464,135,9,1,131,3,1,0,0,0,1
464,465,333,44,0,325,6,2,0,0,0,1
465,466,96,3,0,94,2,0,0,0,0,1
466,467,210,7,0,203,7,0,0,0,0,1
467,468,154,72,6,124,24,3,2,1,0,1
468,469,192,8,0,189,3,0,0,0,0,1
469,470,152,2,0,151,1,0,0,0,0,1
470,471,222,3,0,216,6,0,0,0,0,1
471,472,227,1,0,223,2,2,0,0,0,1
472,473,542,21,1,521,11,9,1,0,0,1
473,474,279,274,15,233,42,4,0,0,0,1
474,475,263,8,0,258,3,0,1,1,0,1
475,476,358,5498,94,294,57,1,5,1,0,1
476,477,65,4,1,65,0,0,0,0,0,1
477,478,190,11,1,182,5,3,0,0,0,1
478,479,320,4,1,309,10,1,0,0,0,1
479,480,266,8,0,254,9,3,0,0,0,1
480,481,452,19013,161,353,92,2,3,2,0,1
481,482,123,23,0,114,0,0,3,6,0,1
482,483,543,4661,178,397,136,2,6,1,1,1
483,484,278,8,0,267,9,2,0,0,0,1
484,485,445,432,27,315,124,2,3,0,1,1
485,486,196,7,8,190,2,4,0,0,0,1
486,487,607,383,52,446,159,1,0,0,1,1
487,488,180,4,0,166,12,2,0,0,0,1
488,489,236,8,0,228,8,0,0,0,0,1
489,490,93,2,1,90,3,0,0,0,0,1
490,491,48,6,0,47,1,0,0,0,0,1
491,492,245,169,37,205,33,5,2,0,0,1
492,493,225,12,29,222,2,1,0,0,0,1
493,494,133,4,2,128,5,0,0,0,0,1
494,495,170,11,2,159,11,0,0,0,0,1
495,496,304,13,0,294,9,1,0,0,0,1
496,497,150,5,0,148,1,1,0,0,0,1
497,498,387,8,0,375,9,3,0,0,0,1
498,499,564,20990,154,473,82,3,3,3,0,1
499,500,261,36,1,256,5,0,0,0,0,1
500,501,477,12,0,468,6,3,0,0,0,1
501,502,154,19,7,153,1,0,0,0,0,1
502,503,130,13,2,124,3,2,1,0,0,1
503,504,307,0,0,294,12,0,1,0,0,1
504,505,113,12,5,111,2,0,0,0,0,1
505,506,77,4,2,77,0,0,0,0,0,1
506,507,38,4,0,37,0,0,1,0,0,1
507,508,209,9,0,206,2,0,1,0,0,1
508,509,99,0,3,98,1,0,0,0,0,1
509,510,119,8,2,113,5,1,0,0,0,1
510,511,182,2,21,180,2,0,0,0,0,1
511,512,155,1,4,148,4,0,0,3,0,1
512,513,86,0,0,76,4,0,0,6,0,1
513,514,124,0,0,114,4,0,0,6,0,1
514,515,221,1,0,211,0,8,0,2,0,1
515,516,52,0,0,52,0,0,0,0,0,1
516,517,38,7,1,38,0,0,0,0,0,1
517,518,2,0,37,2,0,0,0,0,0,1
518,519,347,0,1,335,12,0,0,0,0,1
519,520,99,0,30,97,2,0,0,0,0,1
520,521,210,0,6,202,4,0,0,4,0,1
521,522,178,0,0,171,7,0,0,0,0,1
522,523,149,0,1,143,5,1,0,0,0,1
523,524,77,0,1,73,0,0,0,4,0,1
524,525,169,0,57,166,2,0,1,0,0,1
525,526,237,0,0,229,2,6,0,0,0,1
526,527,86,0,3,85,1,0,0,0,0,1
527,528,120,0,2,119,1,0,0,0,0,1
528,529,234,0,0,224,6,0,0,4,0,1
529,530,280,0,1,277,3,0,0,0,0,1
530,531,319,5,0,308,5,0,0,6,0,1
531,532,171,0,0,162,3,0,0,6,0,1
532,533,251,5,0,249,0,0,0,2,0,1
533,534,135,0,0,128,4,1,0,2,0,1
534,535,1,0,37,1,0,0,0,0,0,1
535,536,1,0,1,1,0,0,0,0,0,1
536,537,264,2,0,261,3,0,0,0,0,1
537,538,218,2,5,214,0,0,0,4,0,1
538,539,52,0,4,52,0,0,0,0,0,1
539,540,41,0,3,39,1,0,0,1,0,1
540,541,67,0,1,66,1,0,0,0,0,1
541,542,266,9,1,237,1,0,0,28,0,1
542,543,165,0,0,156,5,0,0,4,0,1
543,544,70,0,0,66,0,0,0,4,0,1
544,545,247,1,0,239,8,0,0,0,0,1
545,546,379,0,0,373,3,0,0,3,0,1
546,547,305,1,0,284,8,0,0,13,0,1
547,548,26,0,0,23,0,3,0,0,0,1
548,549,28,0,0,27,1,0,0,0,0,1
549,550,37,0,0,35,2,0,0,0,0,1
550,551,46,0,0,46,0,0,0,0,0,1
551,552,164,2,13,150,8,0,1,5,0,1
552,553,282,0,0,278,4,0,0,0,0,1
553,554,61,5,0,54,0,0,0,7,0,1
554,555,68,3,0,68,0,0,0,0,0,1
555,556,73,1,17,66,4,0,0,3,0,1
556,557,641,0,0,628,11,2,0,0,0,1
557,558,122,0,0,115,7,0,0,0,0,1
558,559,654,1,50,617,32,0,0,5,0,1
559,560,245,2,0,239,3,0,0,3,0,1
560,561,173,0,0,173,0,0,0,0,0,1
561,562,64,0,1,64,0,0,0,0,0,1
562,563,495,9,227,443,42,0,0,10,0,1
563,564,144,0,0,137,2,0,0,5,0,1
564,565,476,3,212,452,16,0,0,8,0,1
565,566,4,0,41,4,0,0,0,0,0,1
566,567,48,0,1,43,1,0,0,4,0,1
567,568,77,1,38,76,1,0,0,0,0,1
568,569,199,0,5,179,1,0,0,19,0,1
569,570,43,0,1,42,1,0,0,0,0,1
570,571,30,0,0,30,0,0,0,0,0,1
571,572,190,1,0,168,5,0,0,17,0,1
572,573,96,0,5,90,0,0,0,6,0,1
573,574,295,3,10,243,1,0,0,51,0,1
574,575,102,0,1,87,2,0,0,13,0,1
575,576,52,0,2,46,0,0,0,6,0,1
576,577,71,0,5,61,0,0,0,10,0,1
